x,y
0.0,0.0
0.005463102286585864,-0.00011056015487564963
0.016282385105842956,-0.0003251926952909656
0.03225087680024935,-0.0006315522601800794
0.053075458343439796,-0.0010126111400436955
0.078395332451552,-0.0014482240413453695
0.10780341077729932,-0.0019168826798399152
0.14086961457507202,-0.002397448862574869
0.17716155269074313,-0.002870675372587783
0.2162625031269902,-0.0033203707804760896
0.25778516412096114,-0.0037341269146891065
0.3013797767540584,-0.004103594051416692
0.3467367963464541,-0.0044243477329795056
0.3935863474254559,-0.0046954342363498824
0.44169256040765376,-0.004918704936187623
0.490846231976584,-0.005098053190476293
0.540857315378712,-0.005238654390651298
0.5915466777141467,-0.005346286009429768
0.6427393998099005,-0.005426775988328636
0.6942610347946385,-0.005485600091980736
0.745934692591296,-0.005527625862045582
0.7975816124756425,-0.005556984636741369
0.8490223048998176,-0.005577044158817657
0.9000804272078975,-0.005590451683294084
0.9505884168436485,-0.005599219584781601
1.0003909960503847,-0.005604830400764094
1.0493521499870075,-0.005608344354108397
1.097358080713681,-0.005610765588378364
1.144321973863246,-0.005612204474482851
1.1901864091462246,-0.005613042298628024
1.23492618875265,-0.005613520285725038
1.2785472408694996,-0.005613520285725038
1.3210857819973563,-0.005613520285725038
1.3626050495463804,-0.005613520285725038
1.4031912915111735,-0.005613520285725038
1.442947938737229,-0.005613520285725038
1.4819895282782662,-0.005613520285725038
1.5204384521171341,-0.005613520285725038
1.5584182537943776,-0.005613520285725038
1.59604915012428,-0.005613520285725038
1.6334484522487145,-0.005613520285725038
1.6707277792652373,-0.005613520285725038
1.7079941156828784,-0.005613520285725038
1.7453528138040606,-0.005613520285725038
1.7829065668494595,-0.005613520285725038
1.820761206538219,-0.005613520285725038
1.8590253776467223,-0.005613520285725038
1.8978112646197856,-0.005613520285725038
1.937235891336127,-0.005613520285725038
1.9774201547827754,-0.005613520285725038
2.018485226762647,-0.005613520285725038
2.0605518398261236,-0.005613520285725038
2.1037363311536876,-0.005613520285725038
2.1481472842087026,-0.005613520285725038
2.1938823734619732,-0.005613520285725038
2.241024516822559,-0.005613520285725038
2.2896368366381084,-0.005613520285725038
2.33975990251323,-0.005613520285725038
2.391405052817393,-0.005613520285725038
2.4445526240751034,-0.005613520285725038
2.4991451788553403,-0.005613520285725038
2.555085694312757,-0.005613520285725038
2.61223537225459,-0.005613520285725038
2.670414431548592,-0.005613520285725038
2.7294040552093732,-0.005613520285725038
2.7889529644562825,-0.005613520285725038
2.8487855938557565,-0.005613520285725038
2.9086134471139755,-0.005613520285725038
2.9681463915612545,-0.005613520285725038
3.027108193954794,-0.005613520285725038
3.085247923715661,-0.005613520285725038
3.1423534018371697,-0.005613520285725038
3.198258186884851,-0.005613520285725038
3.2528507160900624,-0.005613520285725038
3.30607345911719,-0.005613520285725038
3.357922489902386,-0.005613520285725038
3.408441430354681,-0.005613520285725038
3.457712728241853,-0.005613520285725038
3.5058487969441154,-0.005613520285725038
3.5529766255522364,-0.005613520285725038
3.599229353931928,-0.005613520285725038
3.6447361509676464,-0.005613520285725038
3.689613282706945,-0.005613520285725038
3.7339600714651593,-0.005613520285725038
3.7778575004083916,-0.005613520285725038
3.8213704901787033,-0.005613520285725038
3.864550244107815,-0.005613520285725038
3.907440513005605,-0.005613520285725038
3.9500857052420035,-0.005613520285725038
3.9925351132823974,-0.005613520285725038
4.034848762465598,-0.005613520285725038
4.07710057910185,-0.005613520285725038
4.119378258190598,-0.005613520285725038
4.16178016492184,-0.005613520285725038
4.20440989898604,-0.005613520285725038
4.247370459453162,-0.005613520285725038
4.290753062804306,-0.005613520285725038
4.334629974540578,-0.005613998272822052
4.379047110120497,-0.005614836096967224
4.424017422230541,-0.005616274983071712
4.469517453062772,-0.005618696217341679
4.515489413475743,-0.00562316614488001
4.561842269208685,-0.005630452609152847
4.608460857958836,-0.005642098282849339
4.655213700177326,-0.005660348275864813
4.701963625570077,-0.0056888696659216365
4.748580257347304,-0.0057319635450188144
4.794949200743182,-0.005795841776370381
4.840983169170933,-0.005888744631784348
4.886628574430743,-0.006021329476160631
4.931870693865463,-0.0062070245647154465
4.976735000449839,-0.006462775654890507
5.0212867440750015,-0.0068080962168668435
5.065626205596278,-0.007266418135258412
5.109883891475772,-0.007863927166170015
5.154213258247523,-0.008628849571741704
5.198782678072744,-0.009591280564742455
5.24376648812265,-0.010781822385184547
5.289339244921169,-0.012231233214132331
5.335664999655331,-0.013967328886386632
5.382892197965455,-0.01601439125015336
5.431149438845279,-0.018392870701499753
5.480538312633095,-0.02111768369563194
5.531132929680995,-0.024197705258543145
5.5829750252550365,-0.027637126725585937
5.636074860287016,-0.031434924734980996
5.690409609099356,-0.03558716626920777
5.7459266236640545,-0.04008903175109246
5.802542987877975,-0.044935792286995735
5.8601537024191215,-0.050126290283677655
5.918636457975458,-0.05566341896725113
5.977859529670063,-0.06155685688052337
6.037691888727495,-0.06782328941482874
6.098010407975055,-0.07448494550919627
6.158713156632173,-0.08157055868060059
6.219723038597271,-0.0891122920462637
6.280998274711335,-0.09714393271669941
6.342530968634641,-0.10569637432121848
6.4043483659748075,-0.11479658067421195
6.466509805266858,-0.12446358804832869
6.529095685479095,-0.1347065473146607
